
# e groceteria,Food Service Establishment 1,Vancouver - City Centre,1308 Burrard St Vancouver BC V6Z 2B7 Canada,(604) 559-6863,/Facility/Details/db951079-e67c-45ee-b239-55519e6ba4d8
#1 Orchard,Retail Food Store,Vancouver - City Centre,1689 Johnston St Vancouver BC V6H 3R9 Canada,(604) 728-5449,/Facility/Details/29e9ebcd-7cbd-4fd5-8c57-d5f613627819
#9 Restaurant,Food Service Establishment 1,Richmond,812-5300 No. 3 Road Richmond BC V6X 2X9 Canada,(604) 278-7700,/Facility/Details/6aa4eb7d-17ac-4956-bfc6-bd54a5999724
Silk & Spice,Food Service Establishment 1,Vancouver - Westside,3235 W Broadway Vancouver BC V6K 2H5 Canada,(778) 837-1862,/Facility/Details/17d2c9c4-6c1e-4b16-b5ec-96668716ae0a
Silk Road Tea,Retail Food Store,Vancouver - Midtown,2066 W 4th Ave Vancouver BC V6J 1M9 Canada,(250) 889-6288,/Facility/Details/9e25fd5b-2dcf-4b9d-a96b-eee89a09c1ae
Silkway Halal Cuisine,Food Service Establishment 1,Richmond,110-8188 Saba Road Richmond BC V6Y 4B2 Canada,(604) 278-6788,/Facility/Details/5c77a14f-d445-4f37-94d1-d8293dc6e264
Silver Harbour,Food Service Establishment 1,City of North Vancouver,144 22nd Street E North Vancouver BC V7L 4L5 Canada,604-980-2474,/Facility/Details/e56f733a-ce4e-4685-af05-89b3280bcbf4
Silver Tower Cafe Restaurant,Food Service Establishment 1,Richmond,100-8500 Alexandra Road Richmond BC V6X 3L4 Canada,(604) 207-1199,/Facility/Details/7c8ebb4c-80dc-4762-990d-d83153c65eeb
Silvestre Deli & Bistro,Food Service Establishment 1,Vancouver - City Centre,317 Water St Vancouver BC V6B 1B8 Canada,(778) 994-6314,/Facility/Details/6b5daab8-6f32-4d01-9349-c2cf1bfef1a8
Sim Sim Donair,Food Service Establishment 1,Vancouver - North East,3296 E 29th Ave Vancouver BC V5R 1W6 Canada,(604) 428-8022,/Facility/Details/ee36c7ca-3f8f-46fb-970a-3443f8f4e3f9
Sima Japanese Restaurant,Food Service Establishment 1,Gibsons,31-900 Gibsons Way Gibsons BC V0N 1V0 Canada,(604) 840-0001,/Facility/Details/07eece84-b433-437e-82e6-21ffdc59fd20
Sima Japanese Restaurant Sechelt,Food Service Establishment 1,Sechelt,#57-Trail Bay Centre Cowrie Street Sechelt BC V0N 3A0 Canada,(604) 840-0001,/Facility/Details/c7cb0e25-4fef-47b4-9ccb-adcf071f2700
Simba's Grill Ltd,Food Service Establishment 1,Vancouver - City Centre,825 Denman St Vancouver BC V6G 2L7 Canada,(604) 974-0649,/Facility/Details/6c6101c9-7851-4406-902e-b806df10cf5e
Simon's Kitchen,Food Service Establishment 1,Vancouver - Westside,4418 Dunbar St Vancouver BC V6S 2G5 Canada,(604) 734-1135,/Facility/Details/b7c140e8-b4cf-4ac9-b45e-0b3446db7adb
Simon's Specialty Foods,Processor,Richmond,3-11151 Horseshoe Way Richmond BC V7A 4S5 Canada,(604) 241-0446,/Facility/Details/2cf835ea-60ef-43e5-b320-81d0fc415cb7
Simpatico Ristorante,Food Service Establishment 1,Vancouver - Westside,2222 W 4th Ave Vancouver BC V6K 1N8 Canada,(604) 733-6824,/Facility/Details/9022fbf9-e568-4295-86c6-898ea18ffa7b
Simply Delicious,Processor,Pemberton,S2 Co Erickson Road RR# 2 Pemberton BC V0N 2L2 Canada,(604) 894-6580,/Facility/Details/993e12a0-9d1b-47eb-8bb6-1d30ba2be0b3
Simply Delicious Restaurant,Food Service Establishment 1,Vancouver - Midtown,4316 Main Vancouver BC V5V 3P9 Canada,604-875-9866,/Facility/Details/c1e497de-3e99-4245-8284-46da652a9c2c
Simply H2O,Non-processor,Vancouver - South,205 Marine SE Vancouver BC V5X 2S4 Canada,604-301-9240,/Facility/Details/2316086e-561f-44f2-ac4c-53b23333bba1
Simply Thai,Food Service Establishment 1,Vancouver - City Centre,1211 Hamilton St Vancouver BC V6B 6K3 Canada,(604) 642-0123,/Facility/Details/a6496cf5-a124-11d4-a69a-00104b766d78
Sina Pharmacy & Juice Cafe,Food Service Establishment 1,Vancouver - City Centre,505 Smithe Vancouver BC V6B 6H1 Canada,(604) 336-7462,/Facility/Details/2bf4688e-92ed-481e-9151-a196182fb02a
Sincerity Wholesale Ltd,Non-processor,Vancouver - Downtown Eastside,1696 Franklin Vancouver BC V5L 1P4 Canada,604-728-8822,/Facility/Details/e7f886fc-ce7d-4596-960d-de21fdb36b34
Sinfully The Best Fine Foods & Gifts,Retail Food Store,Richmond,13-3993 Chatham Street Richmond BC V7E 2Z6 Canada,(604) 272-2655,/Facility/Details/da367ccd-8d7a-4cb1-971c-3f7f9162e80a
Sing Chong Food Centre,Food Service Establishment 1,Vancouver - Downtown Eastside,253 Keefer St Vancouver BC V6A 1X6 Canada,(604) 684-0253,/Facility/Details/d6ef435e-46f3-4f25-9adf-0e27bf1446cb
Sing Chong Food Centre - Annex / Dollar Meat BBQ,Processor,Vancouver - Downtown Eastside,Lane Entry-253 Keefer Vancouver BC V6A 1X6 Canada,604-684-0253,/Facility/Details/dc7587f0-54ca-4786-8774-94f74643e5bd
Sing Chong/ Dollar Meat Processing,Processor,Vancouver - Downtown Eastside,Basement-257 Keefer Vancouver BC V6A 1X6 Canada,,/Facility/Details/69f4d783-abf9-4485-9c06-d20dfa8c60be
Sing Fai Trading Co. Ltd.,Retail Food Store,Richmond,2180-8888 Odlin Crescent Richmond BC V6X 3Z8 Canada,,/Facility/Details/cdfb98fb-3c70-4fbd-9afb-45a615bf858d
Sing Hoi Ginseng Ltd.,Retail Food Store,Richmond,1000-4540 No. 3 Road Richmond BC V6X 4E4 Canada,(604) 233-1300,/Facility/Details/a8673319-f8cf-4430-804d-3ccd0bf4a708
Sing Kee Restaurant,Food Service Establishment 1,Vancouver - North East,3479 Kingsway Vancouver BC V5R 5L5 Canada,,/Facility/Details/40d8b240-fd48-11d4-a6ab-00104b766d78
Sing Yee Chinese Restaurant,Food Service Establishment 1,Richmond,2118-3779 Sexsmith Road Richmond BC V6X 3Z9 Canada,(604) 232-1328,/Facility/Details/0d8f149d-52a7-4d3a-b860-4d316930f0af
Sino Pacific,Non-processor,Vancouver - Downtown Eastside,890 Malkin Vancouver BC V6A 2K6 Canada,604-255-1330,/Facility/Details/c60937c4-b863-422a-ad6f-48eca1fad340
Sip Resto Lounge,Food Service Establishment 1,Vancouver - City Centre,1117 Granville St Vancouver BC V6Z 1M1 Canada,(604) 687-7474,/Facility/Details/81f635d1-0ca0-4364-968f-7ac75c89e6a3
Sir Alexander MacKenzie Secondary School Lunch Program,Food Service Establishment 1,Hagensborg,1961 Highway 20 Hagensborg BC V0T 1H0 Canada,(250) 982-2355,/Facility/Details/18511dc0-cfbf-4c46-8175-3662e6b28140
Sir Charles Tupper Secondary School - Cafeteria,Food Service Establishment 1,Vancouver - Midtown,419 E 24th Ave Vancouver BC V5V 2A2 Canada,(604) 713-8233,/Facility/Details/aa336079-d9da-439a-8334-eb75f333783a
Sir William MacDonald Elementary - Hot Breakfast & Lunch Program,Food Service Establishment 1,Vancouver - Downtown Eastside,1950 E Hastings St Vancouver BC V5L 1T7 Canada,(604) 713-4696,/Facility/Details/5c099a7e-d783-487e-81b8-f7fce214d18e
Sir Winston Churchill Cafeteria #61604,Food Service Establishment 1,Vancouver - South,7055 Heather St Vancouver BC V6P 3P7 Canada,(604) 657-6885,/Facility/Details/cc16bd86-66c4-47f3-9b55-26eaf982c1df
Sister's Kitchen,Food Service Establishment 1,Richmond,2350-8260 Westminster Hwy Richmond BC V6X 3Y2 Canada,(778) 319-2566,/Facility/Details/1d75957f-13df-48df-8e4f-d344be4dc6f1
Sitar Restaurant,Food Service Establishment 1,Vancouver - Downtown Eastside,8 Powell St Vancouver BC V6A 1E7 Canada,(604) 687-0049,/Facility/Details/ff5bd0bc-9bb1-11d3-baa8-005004ae1145
Sita's Spag and Suds,Food Service Establishment 1,Gibsons,1-851 Gibsons Way Gibsons BC V0N 1V8 Canada,(604) 886-7721,/Facility/Details/5481a519-a592-490a-a306-8fbd2e81e27f
Sita's Spag and Suds - Sausage,Processor,Gibsons,851 Gibsons Way Gibsons BC V0N 1V8 Canada,(604) 886-7721,/Facility/Details/f28e7e62-9c91-47ba-a4f8-ef9817f24f12
Six Acres,Food Service Establishment 1,Vancouver - Downtown Eastside,203 Carrall St Vancouver BC V6B 2J2 Canada,(604) 488-0110,/Facility/Details/cedab829-a8f1-49d5-83b4-7eace6669a41
Six Mountain Tea Limited,Non-processor,Vancouver - South,8828 Selkirk Vancouver BC V6P 4J8 Canada,,/Facility/Details/e2dd2ae5-54b9-4a34-b092-2c2cd241ee32
Sizzling Wok,Food Service Establishment 1,Vancouver - City Centre,#27-555 W 12th Ave Vancouver BC V5Z 3X7 Canada,,/Facility/Details/80b202c8-c218-4b83-b7d7-505288416f01
Sizzling Wok,Food Service Establishment 1,City of North Vancouver,137-123 Carrie Cates Court North Vancouver BC V7M 3K7 Canada,604-207-8871,/Facility/Details/ed002eff-3dd3-4407-9785-e4153d85cc1c
Skeena Esso,Retail Food Store,Vancouver - North East,3502 Hastings E Vancouver BC V5K 2A7 Canada,(604) 294-2100,/Facility/Details/b8a29859-9ebd-4198-a2bb-11921aece0d5
Skeeter Jacks Blackberry Salad Dressing,Processor,Powell River,9398 Hwy 101 Powell River BC V8A 0J2 Canada,(604) 487-1997,/Facility/Details/d7a6798b-532f-4e33-8560-5c340e56b344
Skeeter Jacks Outback Shack,Food Service Establishment 1,Powell River,9398 Hwy 101 Powell River BC V8A 0J2 Canada,(604) 487-1997,/Facility/Details/deb6c2e7-d94a-433c-80c5-bdfc4ead96d3
SKK Restaurant,Food Service Establishment 1,Vancouver - City Centre,#16-601 W Cordova St Vancouver BC V6B 1G1 Canada,(778) 379-8606,/Facility/Details/7f257ba9-bb0b-466b-b098-6f9ccf5ac892
SKK Robson,Food Service Establishment 1,Vancouver - City Centre,386 Robson St Vancouver BC V6B 2B2 Canada,(604) 688-8606,/Facility/Details/398e8a1a-9fd4-4d45-85f2-4ab5859a9db3
Skollsberg Enterprises Ltd.,Processor,Richmond,185-11960 Hammersmith Way Richmond BC V7A 5C9 Canada,604-274-0300,/Facility/Details/0a6a68e7-4739-4c12-aa38-c8c416292921
Skookum Chuck Wagon,Mobile Food Service (Type 3),Egmont,6671 Egmont Rd Egmont BC V0N 1N0 Canada,(604) 883-0416,/Facility/Details/9717890a-b4cc-4d4f-8da9-9eec2d71d756
SkookumBus,Food Service Establishment 1,Egmont,6713 Egmont Rd Egmont BC V0N 1N0 Canada,(604) 883-1323,/Facility/Details/9cfb051e-5ef2-4322-99ef-c0c74bcdab70
Skookumchuck Bakery & Cafe,Food Service Establishment 1,Egmont,6694 Doriston Hwy Egmont BC V0N 3A5 Canada,(604) 883-2625,/Facility/Details/e2c51cb8-9f1d-48a3-af1b-04652045e60c
Skwachays Lodge Hotel - Kitchen,Food Service Establishment 1,Vancouver - Downtown Eastside,29 W Pender St Vancouver BC V6B 1R3 Canada,(604) 687-3589,/Facility/Details/990f54bb-7c99-404b-8e46-b7ca379b79e2
Sky Mart,Retail Food Store,Vancouver - Midtown,99 pender W Vancouver BC V5Z 1Z9 Canada,778-322-9657,/Facility/Details/7fc77bb8-2ac4-4d3c-b3c0-d3f04deef03f
Skyway Sandwiches,Food Service Establishment 1,Richmond,C3630.0-3211 Grant McConachie Way Richmond BC V7B 1Y7 Canada,(604) 303-3288,/Facility/Details/c69015be-162e-4e77-bdf0-0d7b4eec8932
Slice of Chicago,Food Service Establishment 1,Vancouver - South,5812 Fraser St Vancouver BC V5W 2Z5 Canada,(604) 327-3007,/Facility/Details/28f5bf5d-740b-48dc-9b67-cb04b1ea2bc0
Slickity Jim's Chat & Chew,Food Service Establishment 1,Vancouver - Midtown,3475 Main St Vancouver BC V5V 3M9 Canada,(604) 873-6760,/Facility/Details/2ef0b5f4-4407-486a-9a4f-f82f965ffc3f
Slickity Jim's Chat & Choux,Food Service Establishment 1,Vancouver - City Centre,1387 W 7th Ave Vancouver BC V6H 1B8 Canada,(604) 732-5544,/Facility/Details/a638b640-e9de-494d-b63e-fbd6fd1f8c2c
Slocan Restaurant,Food Service Establishment 1,Vancouver - North East,2715 Hastings St E Vancouver BC V5K 1Z8 Canada,(604) 254-9114,/Facility/Details/27ca7383-533d-4ae8-81cb-cbb966045802
Slope Side Supply Ltd,Non-processor,Whistler,1385 Alpha Lake Road Whistler BC V0N 1B1 Canada,(604) 938-1972,/Facility/Details/f1905087-8fbf-43dd-bdda-dcf1c64609f2
Smak Food Inc,Food Service Establishment 1,Vancouver - City Centre,1139 W Pender St Vancouver BC V6E 2P4 Canada,(604) 559-7625,/Facility/Details/bb76105e-9bfb-46d4-95ed-7aeff678545a
Small Batch Fine Cookery,Processor,District of North Vancouver,107 Bowser Avenue North Vancouver BC V7P 3G9 Canada,778-6891,/Facility/Details/67018d14-9692-4603-b36e-39c110062329
Small Potatoes Urban Delivery,Non-processor,Vancouver - Downtown Eastside,1660 Hastings E Vancouver BC V5L 1S6 Canada,604-215-7783,/Facility/Details/de6b4d2e-84a6-496e-949c-5a74e0556719
Small Potatoes Urban Delivery,Food Service Establishment 1,Vancouver - Downtown Eastside,1116 E Pender St Vancouver BC V6A 1W5 Canada,(604) 568-5977,/Facility/Details/a21cbd2f-10c4-4a22-9a77-134821bc94de
Small Potatoes Urban Delivery Inc.,Non-processor,Vancouver - Downtown Eastside,109-950 Powell St Vancouver BC V6A 1H9 Canada,(604) 612-5493,/Facility/Details/513c069d-b89c-4cfa-baa6-a68f37d384b5
Small Victory Bakery,Food Service Establishment 1,Vancouver - City Centre,1088 Homer St Vancouver BC V6B 2W9 Canada,(604) 351-2585,/Facility/Details/7ef31e42-e7c6-446d-96a4-389b8c8f8efa
Smallflower Cafe & Bake Shop,Food Service Establishment 1,Vancouver - Downtown Eastside,47 Hastings St W Vancouver BC V6B 1G4 Canada,(604) 428-4100,/Facility/Details/6818aa3f-0945-460e-a114-7d9ffe38c825
Smart Mom Solutions Ltd.,Food Service Establishment 1,Vancouver - South,8886 Hudson St Vancouver BC V6P 4N2 Canada,(604) 652-8930,/Facility/Details/2d6ea38d-226f-4e13-86b8-d10b2f216c86
Smart Mouth Cafe,Food Service Establishment 1,Vancouver - Downtown Eastside,#117-131 Water St Vancouver BC V6B 4M3 Canada,(604) 569-1480,/Facility/Details/38b90629-4081-4a89-ab89-effeecbe856b
Smart N Save Cafe,Food Service Establishment 1,Richmond,202-7080 River Road Richmond BC V6X 1X5 Canada,778-297-2272,/Facility/Details/7a60a492-17cb-4597-967b-6c7b5ea662f0
Smart N Save Supermarket,Retail Food Store,Richmond,616-5300 No. 3 Road Richmond BC V6X 2X9 Canada,(604) 272-7932,/Facility/Details/51257598-7ea4-48e9-867d-2c850d25348c
Smile,Food Service Establishment 1,Vancouver - Downtown Eastside,424 W Pender St Vancouver BC V6B 1V2 Canada,(604) 681-9911,/Facility/Details/93c88119-118c-11d5-a6af-00104b766d78
Smiling Stars Daycare,Food Service Establishment 1,District of North Vancouver,1602 Pemberton Ave North Vancouver BC V7P 2S6 Canada,(604) 305-2997,/Facility/Details/7c1253c5-6a16-4380-a3ec-89d7b14b23ef
Smithe Salad,Food Service Establishment 1,Vancouver - City Centre,191 Smithe St Vancouver BC V6B 4Z8 Canada,(778) 379-9382,/Facility/Details/2b58dc81-c159-4176-9dd2-a1d8ec257031
Smith-Yuen Apartments,Food Service Establishment 1,Vancouver - Downtown Eastside,475 Hastings St E Vancouver BC V6A 4L6 Canada,(604) 676-9989,/Facility/Details/c8066932-96ae-4dde-8831-a62f35b033d0
Smitty's Oyster House,Food Service Establishment 1,Gibsons,643 School Rd Gibsons BC V0N 1V0 Canada,(604) 886-4665,/Facility/Details/00d4f7fd-69f6-472c-9cdb-f945b2762329
Smoke on the Water BBQ Shack,Food Service Establishment 1,Gibsons,Unit 14 Kiosk-Bottom of School Rd Gibsons BC V0N 1V0 Canada,(778) 840-4084,/Facility/Details/83b0a08b-1742-4d65-b89e-5e747648629d
Smoke Shack 99 - Mobile,Mobile Food Service (Type 3),Whistler,PO Box 351 Whistler BC V0N 1B0 Canada,(604) 966-1101,/Facility/Details/2ff26319-18e7-4d7e-97cc-602c328fb6d7
Smoke shop,Retail Food Store,Vancouver - City Centre,119-1689 Johnston St Vancouver BC V6H 3R9 Canada,604-669-9223,/Facility/Details/d9d37130-a4dc-444c-b55c-2cd52ddda242
Smokehouse Sandwich Co,Food Service Establishment 1,Vancouver - City Centre,#140-925 W Georgia St Vancouver BC V6C 3L2 Canada,(778) 288-0813,/Facility/Details/1d791738-9865-459c-a27f-4c08e0ec834c
Smokehouse Sandwich Co.,Food Service Establishment 1,Richmond,108-5188 Westminster Highway Richmond BC V7C 5S7 Canada,(604) 370-4177,/Facility/Details/2571f5db-68c5-4ca7-a6e1-7a339489ce5b
Smoke's Poutinerie,Food Service Establishment 1,Vancouver - City Centre,942 Granville St Vancouver BC V6Z 1L2 Canada,(604) 669-2873,/Facility/Details/b8307e51-a0dd-42ea-9ad5-020f73e12d40
Smoothie Veggie,Processor,City of North Vancouver,105-828 Harbourside Avenue North Vancouver BC Canada,,/Facility/Details/85683f6c-ddcd-4818-be55-4b2f564fd35d
Snack King Eatery,Food Service Establishment 1,Richmond,2280-8888 Odlin Crescent Richmond BC V6X 3Z8 Canada,(604) 362-4442,/Facility/Details/bab29d87-f132-46c8-981d-d7dd1d1fa3b9
Snack Land,Retail Food Store,Vancouver - Midtown,3011 Main St Vancouver BC V5T 3G6 Canada,,/Facility/Details/c2d0c46b-85e1-46da-bf89-ac779aed035b
Snack Stop,Food Service Establishment 1,Vancouver - City Centre,#401B-400 Burrard St Vancouver BC V6C 3A6 Canada,(604) 688-5260,/Facility/Details/27d26db2-d45b-49f4-b73b-18bf36d73295
Snickers Pizza Bar,Food Service Establishment 1,Powell River,4591 Marine Ave Powell River BC V8A 2K6 Canada,(604) 485-8400,/Facility/Details/f0e46b8c-d79f-42b3-aa86-aaa83e4e28f8
Snowbear,Food Service Establishment 1,Vancouver - South,8419 Granville St Vancouver BC V6P 4Z9 Canada,,/Facility/Details/d91bc8e9-05e2-4a6f-afdb-fd1b8f327de4
Snowbear Bakery,Food Service Establishment 1,Vancouver - Midtown,4385 Main St Vancouver BC V5V 3R1 Canada,(604) 276-2811,/Facility/Details/5655af48-4514-4fff-9664-7c0d08c6efae
Snowggle Gifts,Retail Food Store,Vancouver - City Centre,1026 Robson Vancouver BC V6E 1A7 Canada,604-283-9922,/Facility/Details/109f6c33-74a2-4508-b39b-86d85592bbef
Snowggle Gifts,Retail Food Store,Vancouver - City Centre,#34-1055 Canada Place Vancouver BC V6C 0C3 Canada,(604) 998-2858,/Facility/Details/c4df7ce1-afd6-47a7-8524-45af950d73e7
Snowline Catering @ Copperdome Lodge,Processor,Pemberton,8751 Pemberton Meadows Rd Pemberton BC Canada,(604) 698-7289,/Facility/Details/9a31f532-565e-4455-a203-043706409c15
Snowy Village - Robson,Food Service Establishment 1,Vancouver - City Centre,1696 Robson St Vancouver BC V6G 1C7 Canada,(778) 927-7505,/Facility/Details/b0fae695-6021-4716-831b-38d1a00ccc19
Snowy Village Dessert Cafe,Food Service Establishment 1,Richmond,113-8571 Alexandra Road Richmond BC V6X 1C3 Canada,(778) 681-7832,/Facility/Details/d1814825-7de5-4d05-8782-3f002fd62714
Snug Cove General Store,Retail Food Store,Bowen Island,471 Bowen Island Trunk Rd Bowen Island BC V0N 1G0 Canada,(604) 947-9619,/Facility/Details/3083bf1b-3038-4c43-8ed7-b6491bd1cb08
So Hyang Korean Cuisine,Food Service Establishment 1,Vancouver - South,6345 Fraser St Vancouver BC V5W 3A3 Canada,(604) 729-0702,/Facility/Details/ad69e8b0-7f35-4903-af59-be641ca02554
Sockeye City Grill,Food Service Establishment 1,Richmond,108-3800 Bayview Steeet Richmond BC V7E 6K7 Canada,(604) 275-6790,/Facility/Details/43591b3c-913b-4943-92f4-e9b8d0414680
Sod - BC Psychosis Program -Detwiller Pavilion-KITCHEN,Food Service Establishment 2,Vancouver - Westside,2nd Fl-2255 Westbrook Mall Vancouver BC V6T 2B5 Canada,(604) 822-7019,/Facility/Details/b130ede8-a44a-4528-9164-a964f4ea910d
Sod - G.F. Strong Rehab Centre,Food Service Establishment 2,Vancouver - Midtown,4255 Laurel St Vancouver BC V5Z 2G9 Canada,(604) 737-6366,/Facility/Details/512e5a9f-1f6e-4a07-af56-5091a44b39a6
Sod - George Pearson Centre,Food Service Establishment 2,Vancouver - South,700 W 57th Ave Vancouver BC V6P 1S1 Canada,(604) 322-8342,/Facility/Details/b0eb57b1-9680-4d98-958b-55e38621ba4f
Sod - Holy Family Hospital,Food Service Establishment 1,Vancouver - South,7801 Argyle St Vancouver BC V5P 3L6 Canada,(604) 322-2607,/Facility/Details/17b93429-f21b-4936-9c00-f2ae2f4afee8
Sod - Mount St Joseph Hospital,Food Service Establishment 2,Vancouver - Midtown,3080 Prince Edward Vancouver BC V5T 3N4 Canada,604-877-8516,/Facility/Details/4ab73262-17b9-4d5f-aa5f-93a75f0987cd
Sod - St George's School - Saints Cafe,Food Service Establishment 1,Vancouver - Westside,4175 W 29th Ave Vancouver BC V6S 1V1 Canada,(604) 222-5804,/Facility/Details/8b2cea81-f26f-4a93-84eb-ea7a3a42faa5
Sod - St George's School (Junior) - Dining Room,Food Service Establishment 1,Vancouver - Westside,3851 W 29th Ave Vancouver BC V6S 1T6 Canada,(604) 222-5805,/Facility/Details/70a7b432-4649-44a3-bb6b-066062a52686
Sod - St George's School (Senior) - Dining Hall,Food Service Establishment 1,Vancouver - Westside,4175 W 29th Ave Vancouver BC V6S 1V1 Canada,(604) 222-5804,/Facility/Details/d4ec8f5f-a71f-4c85-8dba-ce20a535d778
Sod - St Vincent Hospital - Langara Site,Food Service Establishment 2,Vancouver - South,255 W 62nd Ave Vancouver BC V5X 2E2 Canada,(604) 325-4116,/Facility/Details/a3f69b1a-d9e8-4186-a609-cccbbf447923
Sod - St. Paul's Hospital - Cafeteria,Food Service Establishment 1,Vancouver - City Centre,1081 Burrard St Vancouver BC V6Z 1Y6 Canada,806-8137,/Facility/Details/ded1481b-3374-4b8e-8cca-c55e332bcf38
Sod - St. Paul's Hospital - Main Kitchen,Food Service Establishment 2,Vancouver - City Centre,1081 Burrard St Vancouver BC V6Z 1Y6 Canada,(604) 806-9477,/Facility/Details/0955baf5-62db-4c9d-907b-15b41062b7df
Sod - St. Paul's Hospital Coffee Kiosk,Food Service Establishment 1,Vancouver - City Centre,1081 Burrard St Vancouver BC Canada,(604) 806-9477,/Facility/Details/e10c50ce-f1b0-49a0-8805-e8df92189b58
Sod - St.Paul's Hospital - Prep Kitchen,Food Service Establishment 2,Vancouver - City Centre,1081 Burrard St Vancouver BC V6Z 1Y6 Canada,(604) 806-9477,/Facility/Details/e33dc1d3-385c-4390-b5ae-318aded25093
Sod - UBC Hospital - Retail/Cafeteria,Food Service Establishment 1,Vancouver - Westside,2211 Westbrook Mall Vancouver BC V6T 2B5 Canada,604-822-7534,/Facility/Details/a9b9b74a-3a25-4c15-876b-fc31342ce9e6
Sod - UBC Purdy Pavilion,Food Service Establishment 1,Vancouver - Westside,2221 Westbrook Mall Vancouver BC V3N 3X5 Canada,604-822-7019,/Facility/Details/11073f5d-cb44-4cf3-989f-6db206b68b31
Sod - Vancouver General Hospital - Banfield Pavilion,Food Service Establishment 1,Vancouver - City Centre,2785 Ash St Vancouver BC V5Z 1M9 Canada,,/Facility/Details/753df866-cf23-45ff-b7ef-195763b8c8d8
Sod - Vancouver General Hospital - Main Kitchen,Food Service Establishment 2,Vancouver - City Centre,855 W 12th Ave Vancouver BC V5Z 1M9 Canada,(604) 875-4111,/Facility/Details/8448f3d0-33b7-4208-926b-6db3f94bded0
Sod - Vancouver General Hospital - Sassafras,Food Service Establishment 1,Vancouver - Westside,855 W 12 Ave Vancouver BC V5L 1M9 Canada,(604) 875-4111,/Facility/Details/c0c0f529-6746-4739-b85f-d2b59ed20b4b
Sod - Vancouver General Hospital - Willow Pavilion,Food Service Establishment 2,Vancouver - City Centre,805 W 12th Ave Vancouver BC V5Z 1M9 Canada,,/Facility/Details/4427076b-0504-4f97-84a5-3b4cc3e6ae2f
Sod - Youville Residence - KITCHEN,Food Service Establishment 2,Vancouver - Midtown,4950 Heather St Vancouver BC V5Z 3L9 Canada,(604) 877-3187,/Facility/Details/f76da233-edd7-4956-8cf3-a73f005d8a5a
